age,income,debt_ratio,credit_history,employment_length,credit_score
57,17533.8392017987,0.533695350340416,24,33,483.02272901443564
24,26273.095218134706,0.3506511821715954,18,19,459.40967323803665
42,8087.242857941438,0.11738408671065902,20,30,587.4850228317268
22,16662.69495522688,0.41872799853644604,17,34,544.2183702889154
29,25630.625099598434,0.18359419645606753,22,1,517.0016876302428
37,2733.254249383428,0.6661889649804822,4,29,300.0
56,14199.075010572567,0.11170217619719101,20,39,553.5563702263194
62,61554.169419750404,0.4290200674965797,14,21,498.2529324279259
21,11236.020385323465,0.11576958174298421,4,25,410.7541670497911
65,9159.873473183165,0.39731943551469934,12,19,449.9129654466236
66,15418.314679858944,0.22351681257258812,3,15,469.59847734443605
60,27191.222183638085,0.2719552569282712,4,18,431.0573008977616
66,15047.240262814516,0.3664897774188324,21,20,513.3863325028296
78,24835.77791411909,0.2545163294774927,2,30,441.97173974885436
39,18789.067443924156,0.24019947796209593,10,33,425.6421808703269
66,14775.000865632068,0.5513746412858538,19,20,495.97021573961734
34,21677.29237096791,0.09325798811656748,12,28,578.5194201243411
75,30485.23433862714,0.24538379319013479,15,5,474.4068281843365
18,18102.847679782943,0.07553021195212085,21,32,562.9090293991566
26,28705.532442306267,0.3281059258427263,5,11,354.1220095857319
52,1720.8556971087887,0.4223704528057231,22,34,413.80536783443677
52,3503.6025190955193,0.22626455725825023,16,37,468.3733637606043
51,28124.327998711236,0.5788643134841316,16,22,453.0817413646304
62,6804.3330811644755,0.2580579071559645,10,24,518.6353802319767
73,22147.067580641433,0.3294219356575512,11,10,421.2671674788897
44,6378.654959357896,0.12841931964723827,17,21,570.1896765389655
45,17521.30230391943,0.19352770803046818,20,0,313.96569374821064
36,6309.08917019927,0.10060056250686238,9,30,501.9969938191242
68,3063.393207139914,0.2355023807495903,18,20,548.7830122181354
74,78484.37800751318,0.15215382713302755,5,18,603.9512603796718
64,15980.354915148273,0.22962064913188626,23,1,530.8459229350055
41,39702.833391890956,0.009699572654045635,8,39,569.8455950187765
62,485740.3644822825,0.22459348023024722,9,16,537.8729295883107
74,19317.47347367037,0.17813673335204405,15,13,604.1249757760861
22,16342.530009486982,0.6241767035061926,20,4,321.6517398212822
57,18931.628899763353,0.05852671456691471,17,37,639.3835182940387
40,31828.65378488423,0.13385052313619472,4,30,474.9763496184313
46,52473.588321983916,0.19662878989746957,13,8,413.7665076134534
29,8797.305967156452,0.6205167915450333,24,25,446.46283452233695
73,37950.49615964597,0.3292978007772133,6,23,324.71756794662167
46,10155.574625057086,0.29261654280853455,16,1,474.9922198846647
57,25145.268903744276,0.33941763010743337,15,38,611.4217903758791
63,9549.351473885166,0.21953176945305666,6,14,397.77593775929824
78,60383.44698601451,0.18279503103821576,15,4,456.229630705541
66,9189.829489997814,0.6004481339324996,5,24,423.6912053034516
22,280257.09566190053,0.5912336558645155,24,1,393.22621465000566
36,71888.70913636831,0.17953262370527923,16,29,478.6290483471552
61,45307.440333130566,0.32466779775860366,2,4,362.78753455709165
19,48137.71338641875,0.5336188271496816,11,9,312.88709515474636
49,12984.713111454976,0.16613902322329527,14,30,547.3044095361968
29,17420.025297597607,0.04904850817571314,24,33,525.884066088207
45,4222.779470384102,0.1685107797253031,1,36,466.7264844977423
79,20140.600232621582,0.13716901094800651,5,8,523.0794845943825
39,56787.88995600325,0.4216973815701852,1,0,325.16861781682894
52,9899.615411663206,0.6428649132028331,16,18,402.58602390850524
68,9807.880464187449,0.3137470178854427,23,7,487.35791226046115
32,35605.684917588034,0.4238476442649438,22,31,400.67780538496936
33,6785.881680221726,0.5583400856281335,8,38,400.75002035401934
49,25351.214501065282,0.31769659097678854,23,32,596.0740426362631
58,16336.867009974243,0.17089716278002487,12,39,537.4829485718452
39,50760.13842614136,0.11107347000749564,23,15,530.9379168961748
72,245336.04401006928,0.7106866353130606,19,11,447.44463131499185
51,4459.991408738226,0.10534405305327464,6,23,457.5417928212399
36,12416.619815962375,0.21422257042708934,12,24,429.64992406838724
42,71218.71103845887,0.08241082074181284,10,14,566.4040683403131
41,26070.46390336602,0.291739981909487,3,13,448.4857079744155
62,26180.82685323137,0.01082826479260404,4,27,541.0876043232852
33,7061.1522835263595,0.25068599120121027,6,26,518.2639987693468
40,16509.36591831364,0.44674811314979657,24,23,416.34332473380164
77,20733.302883210126,0.23511843834101342,11,27,635.2705152593244
27,17391.578318923475,0.4582136924839154,10,11,371.2983860169045
39,25091.05328797778,0.19792433854337874,13,15,444.90900612050496
38,28538.463520620553,0.2958194073265678,2,15,300.0
64,13090.42715014871,0.2879651262536789,6,30,458.1789440073927
25,10887.348454849178,0.5501387418750038,17,20,439.92605034446336
70,539.8025317180326,0.07434189870615619,22,20,593.5372645787181
48,9436.272866842597,0.4553766555590941,16,18,474.2511777749006
22,31268.065386557453,0.3700876775077931,4,14,390.3014389673142
76,52314.98583915352,0.20567644875978228,2,26,423.1088343134942
62,20577.98693869421,0.0712962554456238,7,18,479.304240441888
77,31917.34004812677,0.33249030883460556,18,8,528.0590592797046
55,17953.47523697624,0.3992246384390558,22,7,553.1442160366905
76,69520.557078488,0.017714253519905087,4,13,554.5943909506216
24,39660.3441018476,0.2696397745627832,8,10,389.5644702677692
24,59560.940964096306,0.4639932637654951,22,20,437.4163035063048
65,8542.619322153048,0.19382582823920158,6,5,362.5377391695207
22,53885.068640498735,0.33974313856344474,24,25,376.1770391443102
77,76005.27282632975,0.32509396207725794,5,9,422.6185964778671
20,46910.464479526025,0.06732872274126635,3,29,408.46407496062545
54,10104.661950478625,0.15976266461431027,21,29,628.3795013030834
42,29564.842695799412,0.3269354399789168,12,14,405.4061114375497
57,9039.838586295975,0.39186074013515104,11,19,439.59454194284075
18,87056.01743253309,0.395678080619711,9,10,334.27755032289184
71,24097.37693860139,0.4889949675984164,8,36,556.3410027065752
62,34935.82001871454,0.4573956683029897,13,21,524.4481010219226
41,77162.2469422019,0.15783813097086857,10,33,529.9975816423554
67,131382.884855011,0.6045140324620721,14,13,325.81697684633673
53,65447.876391942424,0.2356637737815033,5,23,373.9154466796644
69,144991.58973679,0.18050084055418344,0,12,430.982637093412
75,17965.660747648824,0.22722736921052192,13,0,509.76589035887963
44,146684.23514818583,0.18825968682717456,11,4,435.97617108738007
66,15572.25191210606,0.2836991358697539,21,36,553.3420367068865
35,37094.15089536497,0.2895149081742201,8,35,474.070641236321
61,8882.233802672741,0.5334725180442225,17,13,524.5184716711908
33,22632.310857191052,0.4009965328445251,0,11,300.0
21,14038.820244231156,0.2251022292535864,10,20,381.4633388345742
42,83165.90412876126,0.4470722003503846,23,33,535.1015556028461
65,5282.356409609257,0.2242018399624436,11,0,426.85156186559766
61,7352.54989708041,0.1301710216910321,20,1,570.7173980981684
54,24045.07308130142,0.35239642957806344,10,2,395.2479198967434
34,5555.493810901803,0.45129272418419025,8,7,384.2579655877572
68,37671.02756816984,0.1554031612334989,17,28,665.7651907184397
57,4751.738824366959,0.22185264880719463,21,16,449.57148155394856
50,58208.19770031539,0.16328500650121783,22,11,485.1037640978374
43,16880.18260789157,0.04383371291618812,9,29,519.389480234996
74,2280.7228029562857,0.29293164272964456,0,20,416.7144925561814
39,131386.68480022778,0.2934823220660371,10,31,395.90337982690727
31,76154.2432945791,0.5470726932761742,19,13,483.3640943330594
30,11066.766332709827,0.32199918610677725,8,2,389.6718289633495
30,6565.594272574065,0.17929372788588804,8,27,494.29455044693555
62,29364.129405158892,0.40291252792137244,6,20,418.8261524395699
29,49235.776223880406,0.07903962419899367,0,18,300.0
76,27600.96237944569,0.0734870130889151,8,37,638.4782026514944
26,9926.97093044504,0.13201823030486426,9,2,314.62191786333744
23,10641.701806502408,0.3171604445273763,6,22,369.61435989195627
70,15172.884701456513,0.2154440232142135,3,19,475.79394048516554
52,97508.86772293178,0.5994719217758888,14,32,358.79505532260043
20,21238.7023018794,0.16423517411445132,4,34,459.04541054107506
77,9875.530700984365,0.36735010101542576,15,34,561.3772448369863
23,13643.438006835016,0.3448597266649742,15,22,368.49415737759716
30,8310.365031951736,0.22868451292767794,16,25,567.17685241099
43,23795.99641551035,0.1741516620117356,10,17,484.5642422307833
48,18333.558190762025,0.2611528951325446,18,32,461.0764808308347
18,14589.102587510843,0.1297883774051018,10,0,413.68702918073865
30,3767.9629884506094,0.06592498755467155,9,1,369.09637411056866
22,11256.138424225268,0.396278332856847,20,11,426.2474032656727
39,33432.90022838796,0.3990683636759545,22,17,461.94173559687465
66,93350.09840601723,0.16014070617890133,22,6,470.75233120178314
30,7307.017975964576,0.1304557913219596,15,20,454.9431643050368
29,68562.87771772232,0.21849902066444024,11,8,385.3011867345098
19,69754.16361118335,0.10051665832874991,23,14,420.8297506638837
50,30984.674124777193,0.10536209428015521,11,11,378.9784969793322
49,21765.503997062813,0.24615587428072994,3,29,485.6240792554529
23,118293.45213773707,0.18352378015337106,13,24,437.09921223156283
47,21308.144871733173,0.6186413560464558,5,38,420.3993760382013
63,32795.3350269145,0.26828839477620503,5,30,492.5109837309825
59,62803.140818641994,0.020731083519760617,3,20,497.7022137452764
41,83882.90912117316,0.5100965966216701,0,19,341.6120594535209
77,98235.64480449597,0.4786277279366139,2,19,447.73280516697355
55,7693.579337763633,0.4663201386916794,0,18,388.1268382655592
28,55415.69636831683,0.12124304582548678,6,2,403.42838457085054
48,14752.068178480742,0.15380886588549622,1,37,574.0454818259756
30,13598.176381015439,0.2594217975696025,14,29,383.42169393673953
45,19056.055563985512,0.1281648428411456,14,23,524.9186264790966
43,46812.968335557845,0.03583975528330574,2,28,508.7493088228913
23,70887.08637834607,0.6856976895632,12,18,308.04195056205015
36,64466.060479797794,0.2567306446581496,22,29,522.219086687687
49,30293.309339283798,0.2963403130244746,2,11,382.1712736045208
60,17620.302143014003,0.2559083050690419,2,32,487.12247124065783
25,90248.83395545497,0.1539137408150898,9,21,344.5914717172127
64,5437.22941454696,0.19541721431958525,15,12,508.6567065570329
30,112946.16322411617,0.24585681788187239,15,13,425.75400292109737
68,21397.9988549981,0.26000818501672734,9,26,525.3647629574389
50,9995.837610770097,0.22560599486450966,8,19,526.136106686368
74,152549.95620264357,0.14443986744341122,2,20,484.1384577355762
34,26572.65223313309,0.19661275773300996,10,13,401.7541239727192
31,313564.5280303676,0.09623588137687404,10,9,408.4124826276415
78,2665.326254706816,0.38794148233734976,8,21,513.4860797838812
62,24158.795019326062,0.1769646614831463,23,35,715.9549309742175
34,74192.6823349005,0.5976148067524653,3,34,408.6751805965048
42,163483.12679113648,0.02497586662377015,24,19,506.3762851649137
29,26312.825211328145,0.5275750111378453,7,16,430.17543818297946
77,28349.61806092461,0.6611121926127794,17,20,419.12857329394967
43,27736.28107380053,0.31168559708834126,13,29,435.5699495307008
58,24207.03478456332,0.20361989946773157,8,36,534.2753101672913
49,23983.516414414466,0.21431474889037921,21,6,508.893461873028
34,98079.5840095659,0.17137413588718364,7,9,508.6421095978682
65,14560.091331235695,0.30254279880235496,3,0,395.34284596271823
38,59041.70082885806,0.5068025247152522,23,25,527.1614988383602
29,13297.49224728228,0.1915330053361629,21,25,482.4930114131045
55,10921.51882986126,0.3833675187487324,12,33,526.2337993746575
59,24900.18636545746,0.2478158205236597,21,17,486.92094776202885
53,77827.12757097605,0.48550204248989914,5,21,446.2727745929118
58,69177.25894574661,0.11272207519099561,17,19,579.0668981535094
69,25137.789122521037,0.18228558798112743,21,32,616.6989723022717
78,26758.79940281447,0.5895145342919068,15,10,418.1530886805958
64,10864.275520499252,0.33272570336821916,4,29,533.4373932873941
55,5123.6766542487885,0.4196180646876409,2,33,377.6375687165714
41,14162.211420000393,0.04315507455522551,10,10,613.1440371672669
37,140429.36346752444,0.20336750189824762,1,27,466.6498998072621
36,37610.749959889145,0.37021639440881965,18,17,436.37600261161873
52,3346.635573345693,0.24823852807804092,9,0,334.9503341099719
59,4625.956305787443,0.07719976193357805,9,7,350.77002497554884
51,7464.253583991635,0.2976264484190387,14,38,513.1071707770765
43,36960.47808938031,0.47957656036480106,21,23,443.33843546447196
63,7904.2971774921225,0.07725835417768032,7,35,603.4196849389824
28,78783.83615055085,0.022037645873329428,12,16,519.1501516157083
63,3223.5675218036613,0.2587853047959937,21,32,532.8942847226525
36,48319.53118020956,0.16560684420872362,11,26,415.93731290334375
61,48736.506954015495,0.10165985779213459,17,28,593.6027648081733
63,12448.735515550066,0.3108842423992869,11,15,520.7418380314008
27,5653.92277702752,0.1292820702518859,13,21,529.3157782121655
26,4839.4370184089175,0.18448384523421685,4,1,326.988907484121
19,16343.10405145474,0.37105714503889653,0,4,300.0
53,104340.4454088155,0.051493820622533965,1,30,478.0073553662456
28,44801.78489595763,0.24465166916672837,1,26,354.26457005374345
71,27866.21875745902,0.3912532786564947,23,32,531.3716820196514
30,55443.63886322477,0.3715724621514855,22,3,458.77882290891915
48,42384.45089675377,0.45968664430676603,22,36,532.7556361937073
58,18027.344053954344,0.448904539113535,14,33,482.9602533937908
26,7729.88277736701,0.036236426247569904,7,39,459.9054634794597
46,7210.7333159978825,0.585112938298136,4,39,462.25332877205693
40,15490.197208067595,0.17260083092757433,15,37,522.9284686446961
58,30853.11235313972,0.4677681059888714,11,33,518.1091123023657
46,12744.951232707888,0.16993813987783662,7,16,442.42105067469066
25,27205.251432193298,0.3467749826470194,5,20,338.2755589222419
46,60755.08711254478,0.394071970849115,14,30,453.91274084538475
28,7055.6401339647155,0.46693982032451425,8,38,439.9834972829599
20,111395.68187872441,0.18914451216524367,20,2,440.83804337762956
42,25216.867860013117,0.32071132231246535,12,25,544.1322730158099
24,16057.232632996927,0.16565697866016382,7,5,382.3970157233616
57,22154.593137850796,0.21504581027099068,11,39,534.0616981823617
54,59275.94928174615,0.3649849520072874,17,8,547.8367700256849
59,41932.18845880461,0.16643896802146252,10,29,556.7673429173618
57,44596.02595873861,0.49496159941863893,6,19,369.10168207033814
34,59656.05836549944,0.35886571309486065,6,12,509.87802152517503
67,43608.24271366452,0.3802252660397464,18,19,515.8673546641674
57,22095.7910247698,0.1599878971545892,23,33,632.389291362466
29,10206.708310309714,0.10572911563020644,17,27,437.822173872978
64,60439.851855006484,0.20412737116470087,19,10,530.4533415693742
59,127638.60784139296,0.274348108921562,10,30,484.9233654327605
79,8453.773194003204,0.08872435504859143,3,11,468.1757911576729
68,26055.617513770656,0.3275620882588348,9,24,497.8091187699096
54,5911.069693300916,0.08299370545358727,12,28,589.9050680149801
21,5434.590235400417,0.4638728589599849,17,1,450.5212158546674
45,24024.073429401862,0.43927509814927257,6,18,439.45473674947914
45,58198.19172684626,0.395651447991367,6,7,362.9763407337492
57,13715.615244211864,0.17290118853205355,11,22,484.89567735849306
79,22707.29595249756,0.46180861387482375,16,35,682.2795479732378
31,24878.48394498513,0.3969983764896174,17,17,521.6729482589384
77,8115.504714562565,0.19485617228076246,23,25,590.7619983330552
64,16354.298797584674,0.4767756123454268,24,3,490.62149304787545
65,9208.257852457342,0.36742516975589873,0,11,436.88959287792454
31,4669.494792585726,0.05633610355874061,2,7,387.7962295064199
57,197153.16371156237,0.5768277557999502,5,24,409.05065813472936
54,55474.30465289979,0.07512292812030637,17,34,545.0399339418417
35,61075.67380606821,0.3206446200494663,10,21,434.8841862800985
51,11576.74253155514,0.225033400158228,1,16,459.16633878095166
52,8996.11423114832,0.6532653800865768,1,32,328.58781005317024
72,10211.861997703732,0.4375003994787651,17,1,494.110870708652
70,20069.829012688366,0.21540260787492274,0,27,503.92172346088944
35,19829.763072692636,0.22115175743307658,4,14,327.8618706828175
63,7182.276216952748,0.22787909615082805,5,14,425.68037246373274
72,52161.0844462362,0.44138381243158425,8,12,480.8501007047512
64,4105.140527161065,0.476489001083812,4,2,348.897201126969
27,24422.964898431288,0.20157076430103443,15,33,517.5119606228113
26,15143.793123760022,0.2884427721720958,10,9,350.186178341293
59,61276.21913336008,0.09974350039044533,22,31,605.4541947442635
38,10002.641863291294,0.08361038803017277,13,28,476.1842843988504
70,70789.65863582342,0.1004729471220285,4,17,566.3090557248172
36,30041.83757195444,0.4145967398995249,16,20,410.753522935804
66,19108.110652344916,0.37811594191756664,18,8,460.5025041914528
34,13661.133990783586,0.4807213569987528,17,17,393.1379077483972
64,19853.2520320819,0.07852677082714324,4,11,479.8792967879567
67,56337.56493489967,0.7826583826187654,21,31,427.9251726562005
43,78833.47709674411,0.2395282218196484,16,39,507.292298220176
78,9647.161040411616,0.11691253105952379,0,25,475.4696045901908
72,26817.963504471445,0.4072904571195905,7,21,547.694953221807
60,38127.48669163481,0.27793677892416585,18,21,450.89685953181964
78,5421.021431962808,0.2966151181220531,2,25,498.1433148814868
56,157102.60602253253,0.23832359760290336,4,36,495.69029321601937
60,33729.53957220616,0.023171093267498957,13,9,563.8363184667217
51,17622.830725748503,0.28652268450338236,12,39,471.8483867351765
76,6515.18830244792,0.2065960896927509,1,8,427.0943257559167
29,414384.81815302477,0.3106542987361514,20,28,508.9557848447129
60,3993.0632967388146,0.4352850108289718,16,13,406.96394173396243
60,9186.370592974743,0.07789228273283128,20,38,617.5422464923874
70,3468.1074072498755,0.42289943448262324,6,20,462.347760449048
66,4172.029129174601,0.3199746173725488,9,8,354.18045854181537
68,8081.869921137444,0.06456843116972848,9,21,594.0707819716126
77,33471.976960868815,0.3220273826526417,13,1,468.3479406642327
73,52333.141710549266,0.14112555456854103,23,18,592.3080885719803
68,31578.150488288036,0.053029205926870444,5,7,470.43627612068775
66,50847.755614070535,0.45323220723178087,22,20,460.7967656057007
59,51157.158374634266,0.12306227340060623,10,4,583.3669264675168
56,4983.772000786718,0.28351188970002256,15,36,518.744560491331
66,35597.60696745176,0.20627519211386516,2,30,434.15875525019766
71,12925.944218493352,0.06217395752342584,1,28,527.8299785451769
36,17908.365310499077,0.1300514266197647,2,33,452.3496510578196
57,32057.47243292084,0.15022548647009246,21,38,630.1725033751292
22,5118.300562336795,0.29584446975677775,9,26,408.50020718851886
71,9669.059880914405,0.12383801187640178,22,36,662.846949763494
29,7864.546406780266,0.23865986445111634,7,30,409.7974191482142
62,7137.874058115211,0.24778046157031508,16,37,612.1750431520093
37,7751.416169020351,0.2976004583443779,2,34,429.90544102433597
18,3695.0210567336158,0.16686131956495998,16,18,430.72368041367207
55,22286.19835374946,0.4359378299823344,10,9,464.9697613475256
54,62057.174183408984,0.049970550078823804,11,34,526.0585176021659
68,30234.959028883153,0.1830022358060268,6,33,513.8546957875332
47,47135.52169413207,0.47223819074288814,10,25,454.75569114775544
23,26749.24184499324,0.38213014488121266,20,14,354.37193689906167
77,10195.601125472731,0.1568393496008442,12,26,571.2716281858454
51,58789.86024536207,0.5415752782108871,18,14,443.72593539345837
72,29928.852933831764,0.4445686854871409,2,14,447.1792709932475
31,20096.26623079711,0.19253448021908784,24,5,421.35336083588066
79,6557.8112923210765,0.4389329109372681,24,27,565.480035826249
26,22988.011744073923,0.4215992205446777,12,27,356.5287680186057
38,95577.59062443816,0.27681946083111425,6,3,402.81034222163174
57,45918.93575819282,0.583390943360725,7,9,384.9795428842637
33,47593.72441121406,0.285766727151593,9,9,396.56624096467215
75,66865.36968174561,0.3453823265116601,5,6,345.4070525170884
57,5542.592266267109,0.1550290388991239,14,15,476.8543479024454
66,26757.55068029902,0.31228561258914245,9,10,365.9899463801419
43,3950.194012704816,0.20246571546769576,13,32,560.2573634382403
35,96051.9117771826,0.09521194631914484,2,7,333.6773239296603
51,23416.879123929713,0.11918777929094798,0,11,379.64072149282634
58,42620.705574730906,0.1860456155469059,2,19,463.58186799227667
45,17735.93886924071,0.13181918311438565,18,28,470.36328022851507
43,9537.855208628916,0.15376574346864244,24,23,458.764201461574
22,51183.229267504044,0.38672204544508265,11,31,483.2873827499236
36,16953.22287882265,0.3700460899957931,5,26,337.7028627460732
30,23200.51782166178,0.29638304144209004,14,27,467.41118071806505
38,33502.958975152615,0.15598668322895048,5,13,385.6706658927415
50,91105.23572674116,0.43309925300322244,3,17,340.3589620429025
39,2735.2323108736637,0.21733309791894354,13,12,379.2272591816501
57,20360.148556732252,0.4200893334237241,21,29,579.2298221591008
65,93153.67219663663,0.16533592039076053,11,27,472.68116392737136
42,150458.040939157,0.17529084157885955,21,18,532.0016871463854
63,124708.05445128745,0.03940013099848308,12,32,631.1863891924254
71,44502.32277341234,0.6969368914592542,7,1,346.65650659932675
65,3601.168424875247,0.09134260413320328,7,13,443.09990873572326
34,21509.572287821116,0.30517529989575465,17,14,323.64308204227206
46,12469.656444329898,0.20450427538926452,21,10,490.96115612598237
68,3830.100296764538,0.4243614239998498,10,26,473.9056218659358
76,47681.657067559194,0.2518256259778092,9,17,563.4675105993181
21,24019.533934160612,0.4743690557371374,12,38,443.4021296215656
72,4981.228237970223,0.0258644460817249,14,21,519.7480188906278
60,16943.396836999244,0.5133775219032553,17,6,375.29725955082097
34,67251.06033707564,0.19389522429187578,0,38,502.3873413128873
36,60878.154289492064,0.4592391808748343,2,8,304.28077239401716
63,13204.416450528024,0.7459800310936224,7,1,300.0
25,6299.068476507029,0.3574854159325005,6,35,406.0318854608279
47,24699.633252856718,0.2786727432936575,4,34,447.8785332863675
60,10877.342130009341,0.04123997992118734,21,5,527.6125521013306
26,18364.02662985502,0.28169891274242254,19,34,454.6373805028227
54,14958.15451004996,0.01932441582357797,19,24,561.5681094911066
25,10254.101150606684,0.33889902773612784,16,7,335.7674009511045
30,14128.59906381249,0.26381251858845367,24,27,564.4284393420593
25,105913.66653481082,0.33252817487075953,20,21,460.5584042961788
18,5294.82193565127,0.2532211805275182,9,21,343.4485943142519
21,30033.506978685014,0.3276449913556656,8,28,317.0972320833173
26,5110.439798401493,0.38157203713110416,24,0,374.3466385547463
61,4234.478427771195,0.27256593299390736,12,34,461.4298839721919
41,2642.977122727073,0.06458616896555222,24,30,561.9757424661216
18,8920.609808120516,0.4905586927600041,20,6,315.8400927893583
40,72351.61676774219,0.10472263587533831,9,36,523.641243729687
24,7218.3024571910755,0.4258865459639297,9,28,423.5842597331298
25,39301.42700643447,0.16633181393080063,20,16,491.99078001191447
66,19454.63827877585,0.3746587695308812,0,14,438.71884759176527
